neighborhood,overallqual,grlivarea,garagearea,garagefinish,num_flrs,saleprice
18,5,1022,280.0,3,1,85000
21,5,2136,528.0,3,1,137900
15,6,1604,472.0,1,2,195500
24,6,1647,216.0,3,2,128000
25,5,864,420.0,3,1,135000
16,5,1076,576.0,3,1,143195
17,5,935,308.0,3,1,79500
10,7,1663,478.0,2,2,192500
18,5,1328,308.0,3,1,129500
15,6,1572,373.0,1,2,168000
17,6,1342,240.0,3,1,105000
21,6,981,576.0,3,1,143250
16,5,1099,352.0,3,1,144000
10,7,2110,463.0,2,2,205000
27,6,1026,528.0,3,1,143000
8,9,1419,588.0,1,1,290000
5,9,2364,820.0,1,1,611657
16,5,1040,576.0,3,1,152000
3,8,1280,506.0,2,1,191500
5,8,2473,852.0,2,2,317000
25,7,1302,224.0,3,1,165250
23,5,1092,264.0,3,1,123000
25,6,1188,621.0,3,1,185000
21,7,1045,528.0,3,1,120000
11,6,1093,484.0,2,1,158500
10,6,1640,520.0,2,2,173000
21,4,1224,462.0,3,1,101800
24,7,1135,576.0,2,2,155000
18,5,1078,264.0,3,1,125000
18,4,968,331.0,3,1,104500
5,9,2224,738.0,1,2,350000
21,3,1040,400.0,3,1,93500
16,7,1790,588.0,2,2,193000
4,6,2555,672.0,1,2,191000
18,6,813,270.0,3,1,110000
16,8,1872,531.0,2,2,261500
21,5,1050,338.0,3,1,128900
6,9,3500,959.0,2,2,584500
23,4,948,248.0,3,1,111000
17,5,1316,576.0,3,1,90000
21,6,2380,596.0,3,2,129000
4,6,1640,924.0,3,1,224000
8,6,1200,480.0,2,2,165000
18,6,1324,180.0,3,2,122000
2,8,1564,502.0,2,1,267300
5,9,3140,820.0,1,2,485000
18,6,2486,576.0,3,1,220000
16,6,1771,600.0,2,2,215700
5,8,1836,862.0,1,1,280000
5,8,1575,732.0,1,1,284000
21,6,1395,440.0,2,1,192000
18,7,1004,200.0,3,2,105000
16,7,1836,484.0,1,1,216837
21,5,1496,450.0,2,1,141500
25,5,894,450.0,2,1,130000
21,5,1008,280.0,2,1,139500
23,4,864,528.0,3,1,79275
2,8,1484,472.0,2,1,265900
24,6,790,160.0,3,1,91000
15,5,1934,567.0,3,2,185000
21,5,1150,300.0,2,1,141000
5,8,2152,728.0,3,2,260116
23,4,672,234.0,3,1,113000
10,8,1511,811.0,1,1,225000
21,5,793,240.0,3,1,113000
23,6,1096,352.0,3,1,125200
5,8,2100,786.0,1,2,319500
21,5,1558,288.0,3,1,140000
2,6,1650,518.0,3,1,250764
5,8,2088,656.0,1,2,250000
15,6,1536,400.0,1,2,176000
21,6,1721,464.0,3,1,174850
12,6,1548,440.0,3,2,147000
10,6,918,264.0,3,1,99500
5,9,2690,864.0,2,2,398800
15,6,1647,460.0,2,2,175000
21,5,825,350.0,3,1,109500
21,6,1657,484.0,3,1,163500
6,8,2826,888.0,2,2,334000
25,5,864,280.0,3,1,137250
15,7,2462,576.0,2,2,320000
21,5,1287,576.0,1,1,162000
8,7,1478,484.0,1,1,222000
15,7,1342,393.0,1,2,178000
18,5,804,240.0,3,1,119000
21,5,1812,264.0,2,2,169500
15,7,2256,554.0,1,2,236000
4,8,1648,525.0,1,1,294464
21,6,2112,576.0,3,2,206900
10,7,2084,618.0,2,2,233000
18,6,1032,280.0,3,1,108000
15,6,1470,420.0,1,2,165000
16,5,1040,748.0,3,1,134900
17,5,884,240.0,3,1,113000
16,5,1097,242.0,3,1,147900
12,6,1456,460.0,2,2,143000
17,6,1176,528.0,3,1,114500
25,5,941,288.0,3,1,129200
4,8,1652,482.0,1,1,392500
4,7,2340,252.0,2,2,266500
15,7,1382,396.0,1,1,177500
27,5,1008,384.0,3,1,139500
16,6,1396,440.0,1,2,170000
21,6,2154,539.0,2,2,224500
5,8,2400,730.0,1,2,290000
22,7,1818,240.0,3,1,169500
27,7,1710,550.0,1,1,240000
21,5,1150,288.0,1,1,144000
21,6,1977,540.0,2,2,165000
10,6,1332,542.0,2,1,145000
23,5,1298,504.0,3,1,114000
5,8,1973,895.0,1,1,395000
26,6,1092,440.0,3,2,105500
27,8,1916,741.0,3,2,254900
21,5,1238,357.0,3,1,102000
16,7,1840,622.0,2,2,230000
17,5,1513,180.0,3,2,137500
17,5,1143,288.0,3,1,138000
10,6,1338,576.0,3,1,156500
21,4,864,463.0,3,1,124500
11,7,1969,534.0,2,2,190000
13,7,1266,388.0,1,1,159895
24,5,2601,621.0,2,2,189000
25,5,1392,528.0,3,1,121500
21,5,1824,484.0,3,1,146000
16,7,1823,626.0,2,2,235000
4,8,1646,525.0,1,1,300000
21,5,1728,576.0,3,1,142600
16,7,1573,544.0,2,1,227000
4,7,2480,400.0,3,2,205000
16,8,1341,482.0,2,1,246900
22,4,1361,185.0,3,2,89000
23,4,1120,480.0,3,1,64000
7,8,1226,484.0,1,1,170000
5,9,2822,1020.0,2,2,582933
18,6,1103,440.0,3,1,110500
23,6,1179,622.0,1,1,110000
5,7,2046,871.0,2,2,284000
21,6,1716,490.0,1,2,171000
10,7,1812,478.0,2,2,193000
27,5,1178,502.0,3,1,135000
4,7,1636,288.0,3,2,167000
18,4,864,528.0,2,1,105000
16,7,1588,472.0,2,1,214000
5,8,1914,746.0,2,2,279000
11,6,1875,485.0,2,1,184500
18,3,1183,308.0,3,1,120000
10,6,1730,528.0,2,2,171500
8,7,1250,528.0,2,2,164700
10,6,2559,506.0,2,2,209000
13,7,1548,388.0,1,1,225000
8,8,1670,928.0,2,1,336820
10,7,2062,454.0,1,2,277000
21,5,894,312.0,3,1,117600
21,6,1668,271.0,3,1,140000
16,9,1766,874.0,1,1,395039
15,6,1496,572.0,3,2,181755
10,7,1400,612.0,2,1,186800
21,5,2140,549.0,1,2,177500
18,4,968,216.0,3,1,64500
8,7,1488,506.0,1,1,260000
13,7,1266,388.0,1,1,185485
17,5,875,180.0,3,1,105000
1,6,1855,512.0,2,1,187000
11,7,1621,440.0,2,1,202500
5,7,1614,878.0,2,1,245700
10,6,1266,283.0,2,2,128000
5,8,2098,878.0,2,2,275500
15,7,1983,490.0,1,2,225000
21,5,1183,288.0,2,1,138000
26,6,1092,264.0,3,2,88000
5,9,2643,694.0,1,2,380000
8,8,1660,660.0,1,1,256000
21,5,900,576.0,3,1,134800
9,6,1229,462.0,1,2,121000
8,7,1761,578.0,1,2,227875
16,8,1694,776.0,2,1,245350
23,5,835,366.0,3,1,83000
19,6,1953,501.0,1,2,240000
18,5,1173,240.0,3,1,113000
21,6,1215,297.0,3,1,155000
25,6,912,288.0,3,1,142000
17,6,904,180.0,3,1,119000
27,6,1750,423.0,3,1,160000
15,6,1593,398.0,1,2,193000
6,8,2202,517.0,2,2,263000
16,7,1310,400.0,1,1,164990
23,4,948,280.0,3,1,119000
8,8,1448,692.0,2,1,238500
19,7,1533,576.0,3,1,280000
8,8,1565,476.0,1,1,193800
28,5,1060,572.0,3,1,129900
16,5,990,672.0,3,1,145000
16,8,1787,748.0,2,1,275000
21,3,1040,400.0,3,1,81400
23,5,1089,252.0,2,1,125000
18,4,861,288.0,3,1,80000
24,5,1296,260.0,3,1,104000
6,7,1720,527.0,1,1,260400
11,7,1479,484.0,2,2,176000
25,5,1040,264.0,2,1,123000
6,9,2172,687.0,2,2,291000
21,6,972,240.0,3,1,132000
15,6,1456,400.0,1,2,176000
21,5,1728,576.0,3,1,177625
23,5,1221,392.0,3,1,104900
16,7,1749,515.0,2,2,196000
5,9,1577,564.0,2,1,280000
15,7,1474,400.0,1,1,168500
15,6,1671,423.0,1,2,170000
27,3,2034,1041.0,2,1,130000
17,7,2009,400.0,3,1,150000
16,5,1100,462.0,2,1,145000
27,5,1728,560.0,3,1,188000
15,6,1600,460.0,1,2,169000
23,5,1125,430.0,3,1,155000
8,7,1391,530.0,2,1,196000
15,7,1995,435.0,1,2,219500
15,6,1456,390.0,1,2,170440
23,6,1426,440.0,1,2,159500
11,7,1682,530.0,3,1,174000
21,7,1277,526.0,3,1,167000
12,6,1456,440.0,3,2,148500
10,5,2228,720.0,3,2,147983
10,6,1217,288.0,2,2,120000
23,5,1090,450.0,1,1,157000
23,5,1456,280.0,3,1,91500
23,5,1214,461.0,3,1,140000
25,5,955,386.0,3,1,127000
8,6,1728,673.0,2,2,207500
23,6,3672,836.0,3,2,415000
4,6,1561,463.0,1,1,193000
15,6,1481,343.0,1,2,174000
21,7,1527,410.0,3,2,152500
16,7,1640,595.0,2,2,183000
23,5,1480,253.0,3,1,136500
16,7,1792,564.0,2,2,231500
23,5,1148,308.0,3,1,123500
23,5,1393,300.0,3,1,135500
23,6,1044,528.0,3,1,133500
21,5,1144,336.0,3,1,124000
6,8,1924,592.0,2,2,280000
6,9,2599,779.0,1,2,333168
15,8,2283,632.0,1,2,270000
21,6,1133,900.0,3,1,128500
10,6,1398,542.0,2,1,172000
25,5,810,576.0,3,1,130000
5,6,1306,624.0,2,1,196000
22,5,803,360.0,3,1,87000
17,5,1435,308.0,3,1,128250
11,6,2073,500.0,3,1,210000
4,6,1991,432.0,3,1,220000
25,4,1067,436.0,3,1,128000
18,5,1174,576.0,3,1,135000
27,4,1689,432.0,3,1,228500
17,6,1132,240.0,3,1,134000
21,6,1024,313.0,3,1,157500
6,8,2232,623.0,2,2,263550
11,6,1440,467.0,1,1,182900
4,6,1680,540.0,1,1,222000
18,5,1559,812.0,3,1,153500
5,9,1980,770.0,1,1,315000
6,8,2630,696.0,1,2,315000
8,8,1861,851.0,2,2,257000
27,4,1200,850.0,1,1,173000
15,5,2320,672.0,3,2,169000
5,8,2200,685.0,1,1,382500
16,8,1795,534.0,2,1,230000
21,5,1297,498.0,1,1,153000
21,5,1319,270.0,3,1,123000
16,7,1463,539.0,1,1,207000
18,7,3493,870.0,3,2,295000
10,5,1094,576.0,3,1,149000
15,6,1960,440.0,1,2,216500
17,5,808,308.0,3,1,112000
25,5,943,528.0,3,1,134500
13,7,1246,428.0,1,1,187687
22,4,1128,528.0,2,1,68400
21,6,951,480.0,3,1,143500
10,7,1644,569.0,1,1,275000
27,7,1959,766.0,3,1,171000
15,6,2054,390.0,2,2,244000
27,5,874,352.0,3,1,130000
8,8,1685,658.0,1,1,253000
9,8,1034,598.0,1,1,185000
15,6,1490,392.0,1,2,167800
5,8,1713,856.0,1,1,274900
11,7,1472,588.0,3,1,187500
8,7,1971,689.0,2,2,253000
28,4,988,297.0,2,1,105000
21,6,1576,368.0,1,1,174500
16,7,2049,467.0,3,2,210900
23,4,1531,209.0,3,1,127000
5,7,1358,484.0,2,1,207000
11,7,2050,529.0,2,2,154000
3,9,2338,1110.0,1,1,591587
18,5,2640,1008.0,2,1,180000
21,5,1584,792.0,3,1,124000
2,6,2237,440.0,1,2,204000
24,7,1477,216.0,3,1,145000
21,5,1510,517.0,2,1,178900
6,8,2392,870.0,1,2,348000
17,6,1716,672.0,3,1,162500
25,5,868,576.0,3,1,119900
15,7,1632,462.0,1,2,176500
17,5,1077,205.0,2,1,118000
21,5,773,240.0,3,1,110000
6,7,1839,486.0,1,2,221000
6,8,2450,1069.0,1,2,340000
17,7,2019,532.0,3,2,167500
8,8,1636,865.0,2,1,255000
15,7,1374,400.0,1,1,170000
23,5,1072,525.0,1,1,145000
21,6,1414,601.0,3,1,176500
8,8,1694,636.0,2,1,307000
16,7,1690,517.0,2,2,190550
11,7,2353,484.0,2,2,260000
12,7,1055,319.0,3,1,137500
25,6,1055,542.0,2,1,147000
25,5,1144,264.0,2,1,131400
5,8,2332,756.0,1,2,316000
2,5,1442,400.0,1,1,172500
4,5,1784,180.0,3,2,138887
23,6,2108,540.0,3,2,235000
21,5,894,308.0,3,1,109500
22,4,1430,370.0,3,1,107000
16,7,1776,474.0,2,2,192500
11,6,1602,529.0,1,1,215000
18,6,1650,468.0,3,1,144100
21,6,864,300.0,3,1,127500
10,7,2200,453.0,2,2,225000
5,8,1710,866.0,2,1,372402
25,5,912,352.0,3,1,144000
8,6,1501,440.0,3,2,176500
18,6,1310,398.0,3,1,112000
26,6,987,264.0,3,2,100000
28,4,1092,286.0,2,2,88000
11,5,1680,528.0,3,1,136905
21,4,874,576.0,3,1,97500
21,6,1252,528.0,3,1,142000
5,8,1828,876.0,2,2,250000
11,6,2495,660.0,3,2,243500
5,6,1306,624.0,2,1,184500
27,7,1478,506.0,3,1,210000
25,5,912,300.0,2,1,129000
22,2,540,200.0,3,1,82000
15,6,1604,470.0,1,2,181000
16,5,1536,400.0,1,2,167000
15,6,1671,472.0,1,2,173000
16,7,1611,572.0,2,2,195800
4,6,1844,540.0,2,1,223000
5,7,1367,484.0,2,1,192000
11,7,1725,550.0,2,1,197000
5,8,2389,672.0,1,2,298236
4,7,1718,264.0,3,2,238000
11,7,2156,508.0,2,1,262500
2,9,1978,920.0,1,1,425000
22,4,1178,384.0,2,1,102776
21,5,1078,500.0,1,1,149900
27,6,1285,473.0,3,1,190000
9,8,1191,531.0,3,1,162500
16,6,1494,576.0,2,1,217000
4,4,1180,252.0,3,1,137500
8,8,1795,782.0,1,2,270000
25,5,894,440.0,3,1,142500
21,6,1042,440.0,2,1,161000
19,7,2287,667.0,1,1,225000
5,9,2668,726.0,1,2,412500
17,6,1232,217.0,3,2,128000
10,6,1609,525.0,2,2,182000
5,8,1932,774.0,1,1,394617
2,8,1728,520.0,1,1,298751
23,4,861,539.0,3,1,82500
4,6,1913,342.0,3,1,177000
21,4,1200,294.0,3,1,144000
15,7,1804,442.0,1,2,189000
